NAME,SPECT_TYPE
V514 Sct  ,                 
V537 Sct  ,                 
V529 Sct  ,                 
V592 Sct  ,                 
V608 Sct  ,                 
V558 Sct  ,                 
V642 Sct  ,                 
V561 Sct  ,                 
W Sct     ,B3n+B0           
V532 Sct  ,                 
V578 Sct  ,                 
V591 Sct  ,                 
V549 Sct  ,                 
V585 Sct  ,                 
V594 Sct  ,                 
V568 Sct  ,                 
V576 Sct  ,                 
X Sct     ,F6-G2            
V615 Sct  ,M5               
UZ Sct    ,G0-G4            
FV Sct    ,pec(Nova)        
V376 Sct  ,                 
V405 Sct  ,                 
V396 Sct  ,                 
V395 Sct  ,                 
V520 Sct  ,                 
V420 Sct  ,                 
V450 Sct  ,                 
V479 Sct  ,O6.5V((f))       
V408 Sct  ,                 
V468 Sct  ,                 
V500 Sct  ,B                
V617 Sct  ,                 
V433 Sct  ,                 
V432 Sct  ,B9p(Si-Cr-Eu)    
V509 Sct  ,                 
V445 Sct  ,                 
V521 Sct  ,                 
V524 Sct  ,                 
V451 Sct  ,                 
V621 Sct  ,                 
V553 Sct  ,                 
VV Sct    ,                 
V430 Sct  ,B1Ia-Oe          
V449 Sct  ,                 
V378 Sct  ,                 
V421 Sct  ,                 
V470 Sct  ,                 
V413 Sct  ,                 
V400 Sct  ,                 
V397 Sct  ,                 
V629 Sct  ,                 
ER Ser    ,                 
V398 Ser  ,                 
LN Ser    ,                 
CR Ser    ,G5               
ES Ser    ,C(N)             
ET Ser    ,                 
KZ Ser    ,                 
RS Ser    ,F8               
KK Ser    ,                 
V663 Ser  ,M1/2III          
GL Ser    ,                 
V392 Ser  ,                 
V399 Ser  ,                 
GU Ser    ,                 
UZ Ser    ,pec(UG)          
HW Ser    ,                 
IN Ser    ,                 
GW Ser    ,                 
GY Ser    ,                 
HR Ser    ,                 
KW Ser    ,                 
GG Ser    ,                 
HI Ser    ,                 
V534 Ser  ,                 
CQ Ser    ,A8:              
IS Ser    ,                 
EX Ser    ,                 
NP Ser    ,                 
V3942 Sgr ,                 
V1976 Sgr ,                 
V1975 Sgr ,                 
V3949 Sgr ,                 
V4390 Sgr ,                 
V5584 Sgr ,pec(Nova)        
V3947 Sgr ,                 
V3943 Sgr ,                 
V391 Sct  ,                 
V407 Sct  ,                 
V480 Sct  ,                 
HP Ser    ,                 
FO Ser    ,"C4,5(R6)         "
W Ser     ,F5eIb(shell)     
V Ser     ,B8               
IO Ser    ,                 
V539 Ser  ,B2Ib             
II Ser    ,                 
V394 Ser  ,                 
V6452 Sgr ,Bep              
V3932 Sgr ,                 
V4362 Sgr ,                 
V5641 Sgr ,B                
V355 Sgr  ,A7V              
SS Sgr    ,"C3,4(R3/N)       "
XX Sgr    ,F6-G2            
V2349 Sgr ,B1Vne            
AY Sgr    ,F6-G1            
V4398 Sgr ,                 
V Sgr     ,F2II             
V5106 Sgr ,                 
V504 Sgr  ,                 
V536 Ser  ,                 
V5637 Sgr ,                 
V6134 Sgr ,M7               
V5512 Sgr ,K5III            
V4159 Sgr ,                 
V1963 Sgr ,F8/G0e           
XY Sgr    ,A0               
V6104 Sgr ,                 
V4029 Sgr ,B9Iapeq          
V4030 Sgr ,B8Iaea           
V3904 Sgr ,                 
V4387 Sgr ,                 
V5567 Sgr ,                 
V3923 Sgr ,                 
V414 Cas  ,M8               
V413 Cas  ,                 
V412 Cas  ,                 
V462 Cas  ,                 
NU Cas    ,                 
V1301 Cas ,                 
V709 Cas  ,pec(e)           
FZ Cas    ,M5-M8            
V463 Cas  ,                 
V1075 Cas ,                 
V1073 Cas ,                 
V1095 Cas ,                 
V1080 Cas ,                 
V1082 Cas ,                 
V1074 Cas ,                 
V1096 Cas ,                 
V1104 Cas ,                 
V464 Cas  ,                 
HL Cas    ,C                
V419 Cas  ,                 
V1069 Cas ,                 
NT Cas    ,                 
V1058 Cas ,A                
V452 Cas  ,pec(UG)          
HX Cas    ,M3               
V415 Cas  ,                 
V753 Cas  ,K5III            
alf Cas   ,K0IIIa           
V350 Aql  ,                 
IL Aql    ,                 
V349 Aql  ,M8               
V1112 Aql ,                 
IS Aql    ,M                
V336 Aql  ,F5-G2            
V348 Aql  ,A2V              
V1534 Aql ,                 
V407 Aql  ,                 
V406 Aql  ,                 
V810 Aql  ,                 
V1297 Aql ,                 
V1600 Aql ,                 
TT Aql    ,F6-G5            
SZ Aql    ,F7-K1            
V1561 Aql ,                 
V1741 Aql ,                 
V1596 Aql ,                 
V1733 Aql ,ea               
KQ Aql    ,M5e              
V1577 Aql ,                 
V357 Aql  ,                 
V409 Aql  ,F5               
V1932 Aql ,                 
YZ Aql    ,A2III            
FT Aql    ,                 
V811 Aql  ,                 
V1196 Aql ,                 
V1223 Aql ,                 
FP Aql    ,M3e-M9           
IV Aql    ,M2               
V1427 Aql ,G5Ia-K4I         
V1119 Aql ,                 
V1207 Aql ,                 
V1931 Aql ,                 
V1189 Aql ,                 
V1218 Aql ,                 
CY Aql    ,M8e              
V1377 Aql ,                 
FS Aql    ,                 
V354 Aql  ,M0-M7:(S)        
V850 Aql  ,                 
V529 Aql  ,                 
V1121 Aql ,                 
V1200 Aql ,                 
V355 Aql  ,                 
V1449 Aql ,B1.5II-III       
V1197 Aql ,                 
V1934 Aql ,                 
V1711 Aql ,M1               
V412 Aql  ,M7               
FQ Aql    ,M6               
V351 Aql  ,                 
V1575 Aql ,                 
V1710 Aql ,B8               
V1584 Aql ,                 
V1572 Aql ,                 
V1632 Aql ,                 
V1610 Aql ,                 
V1444 Aql ,A0               
V1603 Aql ,                 
V1631 Aql ,                 
V1633 Aql ,                 
V1554 Aql ,                 
V1556 Aql ,                 
V1622 Aql ,                 
FK Aql    ,B9               
V1685 Aql ,M7               
V1559 Aql ,                 
V1623 Aql ,                 
V1562 Aql ,                 
V1618 Aql ,                 
V1629 Aql ,                 
V1918 Aql ,M2/3             
V1590 Aql ,                 
V1617 Aql ,                 
V1626 Aql ,                 
V1614 Aql ,M7               
V1592 Aql ,                 
V1591 Aql ,                 
V1110 Aql ,                 
V1203 Aql ,                 
V1225 Aql ,                 
V847 Aql  ,                 
V854 Aql  ,                 
V1593 Aql ,                 
V1589 Aql ,                 
V1403 Aql ,B3Ia             
FN Aql    ,F8-G2            
V1115 Aql ,                 
V1764 Aql ,                 
V1775 Aql ,                 
V1751 Aql ,                 
V1770 Aql ,                 
V1754 Aql ,                 
V1794 Aql ,                 
V1767 Aql ,                 
V1344 Aql ,G1Ib             
V1426 Aql ,G0               
V1921 Aql ,S                
V1404 Aql ,                 
V1343 Aql ,pec(e)           
V1796 Aql ,                 
V1202 Aql ,                 
V1234 Aql ,                 
V1288 Aql ,B8II-III         
V1122 Aql ,                 
V1118 Aql ,                 
V1124 Aql ,M9               
V842 Aql  ,M6+III:          
V1195 Aql ,M2e              
V360 Aql  ,M6               
FV Aql    ,                 
V1837 Aql ,                 
V813 Aql  ,                 
V848 Aql  ,                 
V1938 Aql ,                 
ER Aql    ,S                
V364 Aql  ,M8               
V1454 Aql ,A2               
V1687 Aql ,                 
V527 Aql  ,                 
V857 Aql  ,                 
V1642 Aql ,                 
FU Aql    ,                 
V1644 Aql ,                 
XY Aql    ,M8               
V812 Aql  ,M7-M8            
V1206 Aql ,                 
V1930 Aql ,                 
V1430 Aql ,G5V+K0III-IV     
V1807 Aql ,                 
V1199 Aql ,                 
V408 Aql  ,                 
V1926 Aql ,M2               
V1210 Aql ,                 
V353 Aql  ,M6               
BI Boo    ,                 
UW CVn    ,                 
V345 Boo  ,                 
UV CVn    ,                 
V438 Boo  ,                 
V435 Boo  ,                 
BK Boo    ,                 
YZ CVn    ,                 
BN Boo    ,B-A              
UU CVn    ,A-F              
YY CVn    ,                 
ST CVn    ,A1               
BD Boo    ,                 
V455 CVn  ,                 
IQ CVn    ,                 
IT CVn    ,                 
OU CVn    ,                 
V456 CVn  ,                 
RV CVn    ,F8               
V472 CVn  ,                 
V473 CVn  ,                 
V478 CVn  ,                 
V351 CVn  ,                 
V356 CVn  ,                 
V368 CVn  ,                 
V348 CVn  ,                 
V346 CVn  ,                 
QW CVn    ,                 
V340 CVn  ,                 
V355 CVn  ,                 
OZ CVn    ,                 
PU CVn    ,                 
V362 CVn  ,                 
V336 CVn  ,                 
PX CVn    ,                 
PW CVn    ,                 
V344 CVn  ,                 
V342 CVn  ,                 
V380 CVn  ,                 
V337 CVn  ,                 
OY CVn    ,                 
QT CVn    ,                 
V471 CVn  ,                 
V359 CVn  ,                 
V364 CVn  ,                 
QU CVn    ,                 
V352 CVn  ,                 
IO CVn    ,                 
IN CVn    ,                 
V468 CVn  ,                 
IS CVn    ,                 
LL CVn    ,                 
V474 CVn  ,                 
KL CVn    ,                 
KM CVn    ,                 
V450 CVn  ,                 
MQ CVn    ,                 
V470 CVn  ,                 
IL CVn    ,                 
WY CVn    ,                 
V476 CVn  ,                 
XZ CVn    ,B-A              
XY CVn    ,B-A              
BF Boo    ,                 
BH Boo    ,                 
BC Boo    ,                 
GV Boo    ,                 
BZ Boo    ,A5               
AG Boo    ,                 
WZ CVn    ,                 
IK CVn    ,                 
V347 Boo  ,                 
IK Boo    ,                 
TU Boo    ,G3               
IX CVn    ,                 
EF CVn    ,                 
V345 CVn  ,                 
V440 CVn  ,                 
OS CVn    ,                 
V469 CVn  ,                 
V390 CVn  ,                 
V395 CVn  ,                 
V391 CVn  ,                 
V385 CVn  ,                 
V398 CVn  ,                 
V373 CVn  ,                 
V387 CVn  ,                 
V381 CVn  ,                 
V384 CVn  ,                 
V396 CVn  ,                 
V386 CVn  ,                 
V383 CVn  ,                 
V405 CVn  ,                 
V399 CVn  ,                 
V392 CVn  ,                 
V411 CVn  ,                 
V416 CVn  ,                 
V463 CVn  ,                 
V439 CVn  ,                 
V376 CVn  ,                 
DM CVn    ,                 
GM CVn    ,                 
GK CVn    ,                 
GL CVn    ,                 
EI CVn    ,                 
HI CVn    ,                 
CZ CVn    ,K0IV             
IN Boo    ,                 
V350 Boo  ,                 
GG CVn    ,                 
BO Boo    ,                 
RU CVn    ,A2               
WX CVn    ,                 
FQ CVn    ,                 
FV CVn    ,                 
RZ CVn    ,A8               
RY CVn    ,M4               
RT CVn    ,M5e              
CW CVn    ,K5III            
AW CVn    ,K5III            
BM Boo    ,A-F              
